Genotype	Replicate	ID	Chamber	Species	Census	Growth.days	Juvenile	Apterous	Alate	Sum
3	16	3_16	2	A.asc	5	17	100	22	0	122
3	17	3_17	2	M.per	1	4	4	5	0	9
3	17	3_17	2	M.per	2	7	46	9	0	55
3	17	3_17	2	M.per	3	10	102	11	0	113
3	17	3_17	2	M.per	4	13	274	28	0	302
3	17	3_17	2	M.per	5	17	460	53	0	513
5	1	5_01	2	A.ner	1	4	4	5	0	9
5	1	5_01	2	A.ner	2	6	13	5	0	18
5	1	5_01	2	A.ner	3	9	44	8	0	52
5	1	5_01	2	A.ner	4	12	68	7	0	75
5	1	5_01	2	A.ner	5	16	298	35	6	339
5	3	5_03	2	A.ner	1	4	15	5	0	20
5	3	5_03	2	A.ner	2	6	33	8	0	41
5	3	5_03	2	A.ner	3	9	71	16	0	87
5	3	5_03	2	A.ner	4	12	160	21	1	182
5	3	5_03	2	A.ner	5	16	NA	NA	NA	NA
5	4	5_04	2	A.asc	1	4	7	2	3	12
5	4	5_04	2	A.asc	2	7	44	9	2	55
5	4	5_04	2	A.asc	3	10	194	26	1	221
5	4	5_04	2	A.asc	4	13	354	39	2	395
5	4	5_04	2	A.asc	5	17	618	98	23	739
5	6	5_06	1	M.per	1	4	8	5	0	13
5	6	5_06	1	M.per	2	7	23	7	0	30
5	6	5_06	1	M.per	3	10	43	12	0	55
5	6	5_06	1	M.per	4	14	169	21	0	190
5	6	5_06	1	M.per	5	18	238	37	3	278
5	7	5_07	1	A.asc	1	4	30	4	1	35
5	7	5_07	1	A.asc	2	7	47	6	1	54
5	7	5_07	1	A.asc	3	10	82	19	1	102
5	7	5_07	1	A.asc	4	13	226	23	2	251
5	7	5_07	1	A.asc	5	17	247	34	7	288
5	8	5_08	1	M.asc	1	3	16	0	4	20
5	8	5_08	1	M.asc	2	6	31	0	4	35
5	8	5_08	1	M.asc	3	9	26	0	4	30
5	8	5_08	1	M.asc	4	13	17	0	12	29
5	8	5_08	1	M.asc	5	17	22	0	13	35
5	9	5_09	2	M.asc	1	4	25	0	5	30
5	9	5_09	2	M.asc	2	7	42	0	5	47
5	9	5_09	2	M.asc	3	10	48	0	4	52
5	9	5_09	2	M.asc	4	13	89	0	9	98
5	9	5_09	2	M.asc	5	18	147	0	32	179
5	10	5_10	1	A.ner	1	3	8	5	0	13
5	10	5_10	1	A.ner	2	6	30	5	0	35
5	10	5_10	1	A.ner	3	9	74	10	0	84
5	10	5_10	1	A.ner	4	12	158	23	0	181
5	10	5_10	1	A.ner	5	16	293	20	17	330
5	11	5_11	1	M.asc	1	3	19	0	5	24
5	11	5_11	1	M.asc	2	6	54	0	5	59
5	11	5_11	1	M.asc	3	9	71	0	6	77
5	11	5_11	1	M.asc	4	13	183	0	29	212
5	11	5_11	1	M.asc	5	17	207	0	41	248
5	12	5_12	1	A.ner	1	3	11	4	1	16
5	12	5_12	1	A.ner	2	6	41	6	1	48
5	12	5_12	1	A.ner	3	9	62	6	1	69
5	12	5_12	1	A.ner	4	13	301	28	3	332
5	12	5_12	1	A.ner	5	17	459	22	31	512
5	13	5_13	2	M.asc	1	4	16	0	4	20
5	13	5_13	2	M.asc	2	7	28	0	4	32
5	13	5_13	2	M.asc	3	10	41	0	4	45
5	13	5_13	2	M.asc	4	13	55	0	6	61
5	13	5_13	2	M.asc	5	18	169	0	24	193
5	14	5_14	1	M.per	1	4	38	5	0	43
5	14	5_14	1	M.per	2	7	81	14	0	95
5	14	5_14	1	M.per	3	10	113	33	0	146
5	14	5_14	1	M.per	4	14	246	27	0	273
5	14	5_14	1	M.per	5	18	291	26	0	317
5	15	5_15	2	A.asc	1	4	22	5	0	27
5	15	5_15	2	A.asc	2	7	36	7	0	43
5	15	5_15	2	A.asc	3	10	59	14	0	73
5	15	5_15	2	A.asc	4	13	105	14	0	119
5	15	5_15	2	A.asc	5	17	251	49	8	308
5	16	5_16	1	A.asc	1	4	13	4	1	18
5	16	5_16	1	A.asc	2	7	46	7	1	54
5	16	5_16	1	A.asc	3	10	79	11	0	90
5	16	5_16	1	A.asc	4	13	179	32	5	216
5	16	5_16	1	A.asc	5	17	337	32	11	380
5	17	5_17	2	M.per	1	4	21	5	0	26
5	17	5_17	2	M.per	2	7	66	7	0	73
5	17	5_17	2	M.per	3	10	100	21	0	121
5	17	5_17	2	M.per	4	13	140	31	0	171
5	17	5_17	2	M.per	5	17	399	29	0	428
5	18	5_18	2	M.per	1	4	20	5	0	25
5	18	5_18	2	M.per	2	7	55	12	0	67
5	18	5_18	2	M.per	3	10	123	16	0	139
5	18	5_18	2	M.per	4	13	268	19	0	287
5	18	5_18	2	M.per	5	17	682	39	2	723
7	1	7_01	2	A.ner	1	3	7	5	0	12
7	1	7_01	2	A.ner	2	6	14	3	0	17
7	1	7_01	2	A.ner	3	9	52	6	0	58
7	1	7_01	2	A.ner	4	12	116	12	1	129
7	1	7_01	2	A.ner	5	16	287	39	5	331
7	3	7_03	1	A.ner	1	3	17	5	0	22
7	3	7_03	1	A.ner	2	6	36	5	0	41
7	3	7_03	1	A.ner	3	9	74	11	0	85
7	3	7_03	1	A.ner	4	12	203	30	0	233
7	3	7_03	1	A.ner	5	16	559	29	13	601
7	4	7_04	2	M.asc	1	4	64	0	4	68
7	4	7_04	2	M.asc	2	7	72	0	4	76
7	4	7_04	2	M.asc	3	10	134	0	10	144
7	4	7_04	2	M.asc	4	13	201	0	46	247
7	4	7_04	2	M.asc	5	17	433	0	49	482
7	5	7_05	2	M.asc	1	5	31	0	3	34
7	5	7_05	2	M.asc	2	7	37	0	8	45
7	5	7_05	2	M.asc	3	10	75	0	13	88
7	5	7_05	2	M.asc	4	13	260	0	28	288
7	5	7_05	2	M.asc	5	17	419	0	26	445
7	6	7_06	2	M.per	1	4	7	5	0	12
7	6	7_06	2	M.per	2	7	36	8	0	44
7	6	7_06	2	M.per	3	10	69	14	0	83
7	6	7_06	2	M.per	4	13	202	31	0	233
7	6	7_06	2	M.per	5	17	280	24	3	307
7	7	7_07	1	A.asc	1	4	13	5	0	18
7	7	7_07	1	A.asc	2	7	32	9	0	41
7	7	7_07	1	A.asc	3	10	60	14	0	74
7	7	7_07	1	A.asc	4	14	144	19	7	170
7	7	7_07	1	A.asc	5	18	119	17	24	160
7	8	7_08	2	A.ner	1	4	14	4	1	19
7	8	7_08	2	A.ner	2	6	27	9	1	37
7	8	7_08	2	A.ner	3	9	161	21	1	183
7	8	7_08	2	A.ner	4	12	447	29	2	478
7	8	7_08	2	A.ner	5	16	655	22	48	725
7	9	7_09	2	M.per	1	4	8	5	0	13
7	9	7_09	2	M.per	2	7	26	9	0	35
7	9	7_09	2	M.per	3	10	123	23	0	146
7	9	7_09	2	M.per	4	13	216	28	0	244
7	9	7_09	2	M.per	5	17	370	32	0	402
7	10	7_10	2	A.asc	1	5	7	3	2	12
7	10	7_10	2	A.asc	2	7	11	4	1	16
7	10	7_10	2	A.asc	3	10	26	7	0	33
7	10	7_10	2	A.asc	4	13	112	9	1	122
7	10	7_10	2	A.asc	5	17	217	21	0	238
7	12	7_12	1	M.asc	1	3	27	0	4	31
7	12	7_12	1	M.asc	2	6	43	0	2	45
7	12	7_12	1	M.asc	3	9	57	0	3	60
7	12	7_12	1	M.asc	4	12	87	0	13	100
7	12	7_12	1	M.asc	5	16	162	0	24	186
7	13	7_13	1	M.asc	1	3	15	0	5	20
7	13	7_13	1	M.asc	2	6	79	0	5	84
7	13	7_13	1	M.asc	3	9	86	0	4	90
7	13	7_13	1	M.asc	4	12	136	0	18	154
7	13	7_13	1	M.asc	5	16	189	0	55	244
7	14	7_14	1	M.per	1	4	34	5	0	39
7	14	7_14	1	M.per	2	7	59	7	0	66
7	14	7_14	1	M.per	3	10	136	15	0	151
7	14	7_14	1	M.per	4	14	361	34	0	395
7	14	7_14	1	M.per	5	18	178	52	0	230
7	15	7_15	2	A.asc	1	4	7	5	0	12
7	15	7_15	2	A.asc	2	7	27	2	0	29
7	15	7_15	2	A.asc	3	10	7	5	0	12
7	15	7_15	2	A.asc	4	13	8	5	0	13
7	15	7_15	2	A.asc	5	17	30	8	0	38
7	16	7_16	1	A.ner	1	3	12	5	0	17
7	16	7_16	1	A.ner	2	6	37	7	0	44
7	16	7_16	1	A.ner	3	9	109	22	0	131
7	16	7_16	1	A.ner	4	12	313	36	5	354
7	16	7_16	1	A.ner	5	16	505	31	28	564
7	17	7_17	1	A.asc	1	4	0	5	0	5
7	17	7_17	1	A.asc	2	7	4	5	0	9
7	17	7_17	1	A.asc	3	10	11	2	0	13
7	17	7_17	1	A.asc	4	14	12	19	0	31
7	17	7_17	1	A.asc	5	18	79	13	1	93
7	18	7_18	1	M.per	1	4	11	5	0	16
7	18	7_18	1	M.per	2	7	45	5	0	50
7	18	7_18	1	M.per	3	10	44	6	0	50
7	18	7_18	1	M.per	4	14	71	10	0	81
7	18	7_18	1	M.per	5	18	103	17	0	120
11	1	11_01	1	M.asc	1	3	21	0	4	25
11	1	11_01	1	M.asc	2	6	55	0	4	59
11	1	11_01	1	M.asc	3	9	36	0	3	39
11	1	11_01	1	M.asc	4	13	21	0	17	38
11	1	11_01	1	M.asc	5	17	19	0	20	39
11	2	11_02	1	M.per	1	4	19	5	0	24
11	2	11_02	1	M.per	2	7	37	5	0	42
11	2	11_02	1	M.per	3	10	64	14	0	78
11	2	11_02	1	M.per	4	13	67	18	0	85
11	2	11_02	1	M.per	5	17	62	21	0	83
11	4	11_04	1	A.ner	1	3	9	5	0	14
11	4	11_04	1	A.ner	2	6	33	8	0	41
11	4	11_04	1	A.ner	3	9	78	14	0	92
11	4	11_04	1	A.ner	4	12	155	31	0	186
11	4	11_04	1	A.ner	5	16	446	28	10	484
11	5	11_05	2	M.asc	1	4	20	0	5	25
11	5	11_05	2	M.asc	2	7	28	0	5	33
11	5	11_05	2	M.asc	3	10	17	0	5	22
11	5	11_05	2	M.asc	4	13	13	0	10	23
11	5	11_05	2	M.asc	5	18	4	0	8	12
11	6	11_06	1	A.asc	1	4	26	5	0	31
11	6	11_06	1	A.asc	2	7	62	9	0	71
11	6	11_06	1	A.asc	3	10	117	13	2	132
11	6	11_06	1	A.asc	4	13	177	29	4	210
11	6	11_06	1	A.asc	5	17	152	18	9	179
11	7	11_07	1	A.asc	1	4	10	5	0	15
11	7	11_07	1	A.asc	2	7	22	4	0	26
11	7	11_07	1	A.asc	3	10	21	5	0	26
11	7	11_07	1	A.asc	4	14	27	7	0	34
11	7	11_07	1	A.asc	5	18	62	11	1	74
11	8	11_08	2	A.asc	1	4	0	4	1	5
11	8	11_08	2	A.asc	2	7	2	3	1	6
11	8	11_08	2	A.asc	3	10	11	3	1	15
11	8	11_08	2	A.asc	4	13	15	2	1	18
11	8	11_08	2	A.asc	5	17	16	6	1	23
11	9	11_09	2	M.asc	1	4	6	0	5	11
11	9	11_09	2	M.asc	2	7	11	0	3	14
11	9	11_09	2	M.asc	3	10	17	0	6	23
