Yr Mo,Year ,Month,X2 (Km),X10 (Km),Delta Area -- Ppp (Preferred On All Axes),Delta Area - Aaa (Avoided For All Axes),Delta Area --- Paa (Preferred Habitat Type Only),Delta Area -- Ppa (Preferred Type And Depth),Delta Area -- Apa (Preferred Depth),Delta Area -- App (Preferred Depth And Cover),Delta Area -- Aap (Preferred Cover),Delta Area --- Pap (Preferred Type And Cover),Delta Capacity Total,Nbay Area -- Ppp (Preferred On All Axes),Nbay Area - Aaa (Avoided For All Axes),Nbay Area --- Paa (Preferred Substrate Type Only),Nbay Area -- Ppa (Preferred Type And Depth),Nbay Area -- Apa (Preferred Depth),Nbay Area -- App (Preferred Depth And Salinity),Nbay Area -- Aap (Preferred Salinity),Nbay Area --- Pap (Preferred Type And Salinity),Bay Capacity Total,Habitat Total (M2),Record Number,Accessed Date,Source Url,Preferred Citation
197007,1970,7,78.2055816650391,58.6541862487793,68508.0017636445,99182269.0813002,7147.8505927,704474.743836978,22198114.5253919,8042038.06904813,31270216.4405829,2116.5895,161474885.302016,3042.193227,31667119.4113812,25796.297751,1341197.13726115,33398669.3675971,1323435.99981449,1748250.0402435,3418.877095,69510929.3243704,230985814.626387,Row 451 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197008,1970,8,79.4451751708984,59.5838813781738,67488.4372642711,97584741.3484729,13207.8194927,696621.020530369,22920511.4305851,8356975.48718887,30688579.0768486,2342.50314,160330467.123523,3296.992827,28623134.1467674,37480.772048,1307393.46920257,31946788.686843,983844.62639452,1166086.1743277,4905.824529,64072930.6929392,224403397.816462,Row 452 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197009,1970,9,84.2832489013672,63.2124366760254,66693.2767642711,101179819.59306,13831.8937427,695208.650060369,21390145.1994142,8147365.60473654,31667353.3152356,3037.64934,163163455.182354,8680.249869,23355422.64469,416447.122893,1106533.58074094,8922914.84873889,203731.4727644,958738.6788336,8780.975921,34981249.5744508,198144704.756805,Row 453 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197010,1970,10,73.9975662231445,55.4981746673584,89494.2996411496,102625152.715381,13916.4313727,707589.874392613,27119831.7764685,10643073.6163041,30183432.8389003,3037.64934,171385529.2018,1403.849,42348438.3863514,6660.575428,1843699.14265238,33692104.7907477,1747245.38388937,2917789.7982369,1881.420427,82559223.3467328,253944752.548533,Row 454 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197011,1970,11,74.0760803222656,55.5570602416992,87701.4568810296,101396812.957946,12846.73517332,706011.361677613,27511409.1183393,11230839.8042011,29301050.0793109,4256.41647,170250927.929999,1403.849,43467190.0035583,6027.433128,1833090.81172332,31321027.6948399,1804348.65247239,2794564.49047193,1638.345227,81229291.2804208,251480219.21042,Row 455 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197012,1970,12,73.9584884643555,55.4688663482666,62582.4431909811,92751374.7877305,6128.02024,688685.951730369,27322228.9197287,11425726.6765325,27198817.4456188,3868.53867329,159459412.783445,6160.879922,47055224.1180155,108817.108203,1878083.4119048,34744446.6463205,1057216.16896899,3939325.00809588,6430.060276,88795703.4017066,248255116.185152,Row 456 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197101,1971,1,56.7657470703125,42.5743103027344,68253.6865242711,98297755.3513092,9044.5775327,702151.764604689,22751779.6450125,8305971.74495806,30817307.5090309,2328.28844,160954592.567412,3296.992827,59738242.2038139,37627.741848,3109812.46046855,42361687.9387765,1312702.33794289,4036434.2823014,4684.7454637,110604488.703442,271559081.270854,Row 457 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197102,1971,2,53.1147232055664,39.8360424041748,68465.3790842711,98643358.2596618,7247.8705927,704248.547364689,22263555.8203889,8112328.73708288,31055668.4774207,2216.6145,160857089.706096,3090.684227,59740836.5805967,28789.533691,3106368.97380855,40798849.30823,1514810.58842232,3774184.9341735,3602.686825,108970533.289974,269827622.99607,Row 458 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197103,1971,3,60.4999122619629,45.3749341964722,66693.2767642711,95518190.4652757,14320.1207427,695208.650060369,22517156.1903452,8980087.6912438,29217684.6838883,3137.67434,157012478.75266,1503.912,62717792.87471,8032.499428,3100909.15837055,28403820.2238468,1886716.34193798,3079420.17927123,1893.144827,99200088.3343916,256212567.087052,Row 459 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197104,1971,4,56.9269676208496,42.6952257156372,87110.9116578596,97205375.4161964,12353.32006332,705017.483277613,32248370.6606179,12436391.3503408,28036040.2234137,4255.52014329,170734914.885711,4365.8761132,59869214.4285529,40641.22691,3116742.13247754,42430124.7387119,1287960.86136329,4078788.84351268,5144.2901627,110832982.397804,281567897.283515,Row 460 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197105,1971,5,60.6156845092773,45.461763381958,56674.8808740858,106501697.157775,4256.8419266,705458.156900054,17979106.7381886,7036816.54895973,33447780.3073439,1268.3444,165733058.976368,11989.33972,83955049.8685784,450380.433352,3252970.45693097,20678559.7738928,617977.21635478,4921104.22154552,11638.1786656,113899669.48904,279632728.465408,Row 461 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197106,1971,6,61.882007598877,46.4115056991577,88363.7773210296,101714144.409857,13140.96282332,706288.046677613,26773418.8734191,10974407.0534453,29477759.5864373,3747.46207,169751270.172051,1303.786,62894128.2975104,5240.859988,3099808.46828054,28087329.0733023,1888039.98869218,3061287.69768413,1296.49015,99038434.6616075,268789704.833658,Row 462 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197107,1971,7,71.1770095825195,53.3827571868897,67488.4372642711,104081036.737194,13921.5621927,696621.020530369,19560998.2973646,7856911.646706,32408677.357314,2747.04194,164688402.100506,13616.867756,76746302.0230798,372926.131183,2738782.27505503,15039301.1861919,578359.08785978,4603944.51763052,10394.1894716,100103626.278228,264792028.378734,Row 463 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197108,1971,8,79.1137084960937,59.3352813720703,67742.9069442711,102863901.68402,11151.6835427,699844.627151369,20405261.200122,7993852.06273764,32196308.7310749,2839.06904,164240901.964633,8880.5016067,47364592.0090917,505060.557662,1381919.84932933,17054951.8914071,259941.21293398,2196697.30189749,13495.610021,68785538.9339493,233026440.898582,Row 464 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197109,1971,9,84.8906173706055,63.6679630279541,67742.9074242711,100131206.063458,10721.6515027,700274.645651369,21937597.2858358,7990825.05678969,31642060.382874,2839.06904,162483267.062576,5056.5694412,15020976.7386432,38472.99145,1051374.86568651,12546909.3134581,151177.84498271,868954.42418648,4627.753099,29687550.5009472,192170817.563523,Row 465 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197110,1971,10,74.0994415283203,55.5745811462402,66693.2767642711,98467155.9946708,13916.4313727,695124.114460369,23131646.674039,8610516.46474371,30846503.6475837,3037.64934,161834594.252975,7580.611256,46629340.7367879,88699.960693,1875954.37658713,34807403.4459239,1242637.80402039,3741312.68580518,5486.50022,88398416.1212935,250233010.374268,Row 466 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197111,1971,11,74.0508270263672,55.5381202697754,66450.9817642711,95259249.5894786,14286.33103704,694754.210870369,24756626.5767729,9269851.58596371,29460738.2689389,3279.94934,159525237.494166,4744.9617132,42877267.0436911,49088.028393,1855074.36404346,38281841.5762153,1271342.28264069,3671896.88432108,5613.5308527,88016868.6718705,247542106.166036,Row 467 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197112,1971,12,74.238510131836,55.678882598877,66164.2211641511,95346252.9858916,13217.40551432,694640.870380369,24149396.3018515,8992128.38176101,29680117.1470237,3348.61254,158945265.926127,2700.33915,40579318.895793,23975.560621,1823347.12061604,37216689.2579862,1592796.46506941,3127780.3325524,3644.105897,84370252.077685,243315518.003812,Row 468 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197201,1972,1,78.6672210693359,59.000415802002,69310.2183741511,99495948.0679893,5098.4265093,706606.826124689,21677979.2846861,7698220.10021395,31573073.1175726,1371.7775,161227607.81897,3090.684227,30416917.402382,28789.533691,1328884.86801418,32644513.345153,1328011.14532252,1334761.7950535,3602.686825,67088571.4606682,228316179.279638,Row 469 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197202,1972,2,73.6484069824219,55.2363052368164,67742.9069442711,97768591.4860399,11835.8930227,698944.400021369,23076619.7967844,8446171.51465784,30630060.990198,2654.97204,160702621.959709,3296.992827,42564338.3445003,38329.99829794,1894790.14518818,39551250.8200759,1339496.23812189,3661674.81924,4906.6978637,89058084.0561149,249760706.015823,Row 470 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197203,1972,3,69.9048080444336,52.4286060333252,68358.3391942711,98386766.989873,7577.3364627,703619.007670689,22266932.6081358,8103520.65337235,30914597.8945345,2223.63344,160453596.462683,2600.27515,50623465.364586,21679.252051,2714242.24498533,39356782.6573173,1578881.69093281,3317849.9607697,3338.501077,97618839.9468692,258072436.409552,Row 471 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197204,1972,4,67.9090957641602,50.9318218231201,90543.9298211496,108658603.789471,10935.6757727,712310.387083613,25281855.4923687,8971776.78655931,33512528.015423,2654.97204,177241209.048539,7482.336256,59740075.4974857,102628.7762409,3037025.1863271,37047379.0536285,1240244.85725339,4194199.16110358,6010.91612,105375045.784415,282616254.832955,Row 472 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197205,1972,5,73.6376266479492,55.2282199859619,67742.9069442711,97638013.3741672,10935.6757727,699844.627151369,22771936.8212559,8299298.87814706,30729546.6316361,2654.97204,160219973.887115,3397.054827,41923398.5631116,35024.437708,1893946.48558487,38446413.8778607,1567467.70917251,3358258.749093,4242.002329,87232148.8796867,247452122.766801,Row 473 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197206,1972,6,78.9780044555664,59.2335033416748,67683.6889342711,105266313.221277,12139.1078927,698503.494621369,18570311.8338778,7623307.27424396,32719586.4807693,2651.82984,164960496.931456,16472.6512857,57082098.3349005,242155.79657,1692400.46045303,8622748.87543743,271919.99823748,2317681.70930802,8748.1506155,70254225.9768077,235214722.908264,Row 474 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197207,1972,7,81.0616989135742,60.7962741851807,85441.8730678596,95584599.3515211,6456.30603,701193.329462613,32499607.8047976,12259388.6976307,27621316.9528523,4052.42667329,168762056.742035,1503.912,24437976.3993823,8618.45001794,1194228.17046957,28282553.1013699,178189.08229669,1051356.4865935,1894.00355,55156319.6056799,223918376.347715,Row 475 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197208,1972,8,82.97216796875,62.2291259765625,66164.2211641511,95262605.8178999,13217.40551432,694640.870380369,24977150.9137256,9418084.15221707,29384233.6495444,3348.61254,159819445.642986,4827.1645132,23006661.504966,160592.291433,1087675.0430728,17593397.1203077,180920.74296789,981304.07917098,8045.873307,43023423.8197386,202842869.462724,Row 476 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197209,1972,9,86.8849868774414,65.163740158081,64900.4340041511,92793228.7349678,12846.73517332,693545.601745369,26088506.7765519,10267897.0727755,28042060.622836,4256.41647,157967242.394524,3185.205427,9556264.06536454,30795.767389,1010033.76420741,9006320.66753146,94464.05506189,460964.0220179,3656.539095,20165684.0860942,178132926.480618,Row 477 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197210,1972,10,90.9036560058594,68.1777420043945,66693.2767642711,96870617.0253318,13831.8937427,694785.077696696,23964979.8743282,8984834.44472227,30076144.0987098,3037.64934,160674923.340636,6556.669297,4931261.30967317,46365.34412,685431.923471928,2532326.8511314,82363.92473189,275017.01367558,4005.423199,8563328.45929997,169238251.799936,Row 478 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197211,1972,11,89.1639862060547,66.872989654541,67488.4372642711,100134008.008771,13207.8194927,696621.020530369,21924972.740169,8273230.89327936,31345063.8840025,2342.50314,162456935.306649,8312.6661922,10152803.2150954,118261.1277551,897601.55605127,2584370.61998298,133155.44717408,415549.8745181,7302.634688,14317357.1414571,176774292.448106,Row 479 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
197212,1972,12,80.8403778076172,60.6302833557129,67742.9074242711,101839184.887664,10721.6515027,700274.645651369,20987776.9136711,7735203.39950818,32271018.9519143,2839.06904,163614762.426376,7580.611256,29253995.6960189,90972.990493,1254717.85432631,25629119.7025935,226587.83399929,1082799.29015858,5521.16722,57551295.1460656,221166057.572442,Row 480 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
