Genotype	Replicate	ID	Chamber	Species	Census	Age	Age.aph.int	Leaves	Nodes	Height
43	11	43_11	1	A.ner	1	11	26	2	1	3.01
43	11	43_11	1	A.ner	2	15	26	4	2	4.14
43	11	43_11	1	A.ner	3	19	26	6	3	5.41
43	11	43_11	1	A.ner	4	22	26	6	3	6.21
43	11	43_11	1	A.ner	5	29	26	8	4	9.03
43	11	43_11	1	A.ner	6	32	26	10	5	9.5
43	11	43_11	1	A.ner	7	35	26	10	5	9.68
43	11	43_11	1	A.ner	8	38	26	8	4	10.01
43	11	43_11	1	A.ner	9	42	26	9	5	9.46
43	12	43_12	1	A.asc	1	11	25	2	1	2.6
43	12	43_12	1	A.asc	2	15	25	6	3	3.8
43	12	43_12	1	A.asc	3	19	25	6	3	5.17
43	12	43_12	1	A.asc	4	22	25	6	3	5.79
43	12	43_12	1	A.asc	5	29	25	8	4	7.46
43	12	43_12	1	A.asc	6	32	25	10	5	7.6
43	12	43_12	1	A.asc	7	35	25	8	4	8.03
43	12	43_12	1	A.asc	8	39	25	8	4	8.2
43	12	43_12	1	A.asc	9	43	25	6	3	7.99
43	13	43_13	1	A.asc	1	12	26	2	1	3
43	13	43_13	1	A.asc	2	16	26	4	2	4.34
43	13	43_13	1	A.asc	3	20	26	6	3	6.11
43	13	43_13	1	A.asc	4	23	26	6	3	7.36
43	13	43_13	1	A.asc	5	30	26	8	4	9.68
43	13	43_13	1	A.asc	6	33	26	10	5	10.55
43	13	43_13	1	A.asc	7	36	26	10	5	10.49
43	13	43_13	1	A.asc	8	40	26	8	4	10.47
43	13	43_13	1	A.asc	9	44	26	6	3	10.18
43	14	43_14	1	M.asc	1	6	21	2	1	1.35
43	14	43_14	1	M.asc	2	10	21	2	1	2.59
43	14	43_14	1	M.asc	3	14	21	4	2	3.74
43	14	43_14	1	M.asc	4	17	21	4	2	4.37
43	14	43_14	1	M.asc	5	24	21	4	2	6.14
43	14	43_14	1	M.asc	6	27	21	4	2	6.5
43	14	43_14	1	M.asc	7	30	21	4	2	6.45
43	14	43_14	1	M.asc	8	33	21	4	2	7.1
43	14	43_14	1	M.asc	9	37	21	3	2	6.72
43	15	43_15	2	A.ner	1	11	24	4	2	3.3
43	15	43_15	2	A.ner	2	15	24	6	3	4.79
43	15	43_15	2	A.ner	3	19	24	6	3	6.21
43	15	43_15	2	A.ner	4	22	24	6	3	7.35
43	15	43_15	2	A.ner	5	27	24	8	4	8.63
43	15	43_15	2	A.ner	6	30	24	8	4	9.25
43	15	43_15	2	A.ner	7	33	24	10	5	10.25
43	15	43_15	2	A.ner	8	36	24	10	5	10.68
43	15	43_15	2	A.ner	9	40	24	10	5	10.75
43	16	43_16	2	M.asc	1	12	24	4	2	3.6
43	16	43_16	2	M.asc	2	16	24	4	2	5.31
43	16	43_16	2	M.asc	3	20	24	6	3	6.95
43	16	43_16	2	M.asc	4	23	24	6	3	7.99
43	16	43_16	2	M.asc	5	29	24	9	5	9.9
43	16	43_16	2	M.asc	6	31	24	10	5	11.3
43	16	43_16	2	M.asc	7	34	24	12	6	11.43
43	16	43_16	2	M.asc	8	37	24	12	6	11.82
43	16	43_16	2	M.asc	9	41	24	12	6	12.01
43	17	43_17	2	M.per	1	11	23	4	2	2.86
43	17	43_17	2	M.per	2	15	23	4	2	4.56
43	17	43_17	2	M.per	3	19	23	6	3	6.09
43	17	43_17	2	M.per	4	22	23	6	3	6.92
43	17	43_17	2	M.per	5	27	23	8	4	9.7
43	17	43_17	2	M.per	6	30	23	10	5	11.8
43	17	43_17	2	M.per	7	33	23	10	5	13.05
43	17	43_17	2	M.per	8	36	23	12	6	14.7
43	17	43_17	2	M.per	9	40	23	8	4	14.34
43	18	43_18	2	M.asc	1	8	20	2	1	1.7
43	18	43_18	2	M.asc	2	12	20	4	2	3.05
43	18	43_18	2	M.asc	3	16	20	4	2	4.27
43	18	43_18	2	M.asc	4	19	20	4	2	5.05
43	18	43_18	2	M.asc	5	24	20	6	3	6.59
43	18	43_18	2	M.asc	6	27	20	8	4	6.95
43	18	43_18	2	M.asc	7	30	20	8	4	7.05
43	18	43_18	2	M.asc	8	33	20	8	4	6.94
43	18	43_18	2	M.asc	9	38	20	8	4	7.12
45	1	45_01	1	M.asc	1	15	30	4	2	2.1
45	1	45_01	1	M.asc	2	19	30	6	3	2.84
45	1	45_01	1	M.asc	3	23	30	8	4	3.65
45	1	45_01	1	M.asc	4	26	30	6	3	4.15
45	1	45_01	1	M.asc	5	33	30	10	5	5.97
45	1	45_01	1	M.asc	6	36	30	12	6	6.85
45	1	45_01	1	M.asc	7	39	30	12	6	7.19
45	1	45_01	1	M.asc	8	43	30	12	6	7.05
45	1	45_01	1	M.asc	9	47	30	11	6	7.01
45	2	45_02	1	M.asc	1	14	29	4	2	2.42
45	2	45_02	1	M.asc	2	18	29	6	3	2.93
45	2	45_02	1	M.asc	3	22	29	6	3	3.46
45	2	45_02	1	M.asc	4	25	29	6	3	3.58
45	2	45_02	1	M.asc	5	32	29	8	4	4.75
45	2	45_02	1	M.asc	6	35	29	10	5	5
45	2	45_02	1	M.asc	7	38	29	10	5	4.95
45	2	45_02	1	M.asc	8	41	29	8	4	4.81
45	2	45_02	1	M.asc	9	45	29	6	3	4.95
45	3	45_03	1	A.ner	1	12	27	4	2	1.58
45	3	45_03	1	A.ner	2	16	27	6	3	2.75
45	3	45_03	1	A.ner	3	20	27	8	4	3.35
45	3	45_03	1	A.ner	4	23	27	6	3	4.11
45	3	45_03	1	A.ner	5	30	27	10	5	5.71
45	3	45_03	1	A.ner	6	33	27	12	6	6.52
45	3	45_03	1	A.ner	7	36	27	8	4	7
45	3	45_03	1	A.ner	8	40	27	8	4	6.89
45	3	45_03	1	A.ner	9	44	27	6	3	7.05
45	4	45_04	1	Control	1	13	NA	4	2	2.17
45	4	45_04	1	Control	2	17	NA	6	3	2.91
45	4	45_04	1	Control	3	21	NA	6	3	3.83
45	4	45_04	1	Control	4	24	NA	6	3	3.9
45	4	45_04	1	Control	5	31	NA	8	4	4.65
45	4	45_04	1	Control	6	34	NA	4	2	5
45	4	45_04	1	Control	7	37	NA	2	1	5.34
45	4	45_04	1	Control	8	40	NA	4	2	5.2
45	4	45_04	1	Control	9	44	NA	4	2	5.29
45	5	45_05	1	A.ner	1	12	27	4	2	1.43
45	5	45_05	1	A.ner	2	16	27	6	3	2.2
45	5	45_05	1	A.ner	3	20	27	6	3	3.1
45	5	45_05	1	A.ner	4	23	27	6	3	3.63
45	5	45_05	1	A.ner	5	30	27	8	4	4.82
45	5	45_05	1	A.ner	6	33	27	8	4	4.75
45	5	45_05	1	A.ner	7	36	27	8	4	4.94
45	5	45_05	1	A.ner	8	39	27	8	4	5
45	5	45_05	1	A.ner	9	43	27	6	3	4.97
45	6	45_06	1	A.asc	1	13	27	4	2	1.83
45	6	45_06	1	A.asc	2	17	27	6	3	2.64
45	6	45_06	1	A.asc	3	21	27	6	3	3.41
45	6	45_06	1	A.asc	4	24	27	6	3	4
45	6	45_06	1	A.asc	5	31	27	8	4	5.05
45	6	45_06	1	A.asc	6	34	27	10	5	5.25
45	6	45_06	1	A.asc	7	37	27	6	3	5.58
45	6	45_06	1	A.asc	8	40	27	6	3	5.44
45	6	45_06	1	A.asc	9	44	27	6	3	5.02
45	7	45_07	2	A.ner	1	14	27	4	2	1.89
45	7	45_07	2	A.ner	2	18	27	4	2	2.65
45	7	45_07	2	A.ner	3	22	27	6	3	3.57
45	7	45_07	2	A.ner	4	25	27	6	3	4.15
45	7	45_07	2	A.ner	5	30	27	8	4	5.02
45	7	45_07	2	A.ner	6	33	27	9	5	5.55
45	7	45_07	2	A.ner	7	36	27	6	3	6.21
45	7	45_07	2	A.ner	8	39	27	8	4	5.95
45	7	45_07	2	A.ner	9	43	27	8	4	6.06
45	8	45_08	2	M.per	1	14	26	4	2	2.52
45	8	45_08	2	M.per	2	18	26	6	3	3.41
45	8	45_08	2	M.per	3	22	26	6	3	4.64
45	8	45_08	2	M.per	4	25	26	6	3	5.4
45	8	45_08	2	M.per	5	30	26	8	4	6.31
45	8	45_08	2	M.per	6	33	26	10	5	7
45	8	45_08	2	M.per	7	36	26	9	5	7.05
45	8	45_08	2	M.per	8	39	26	9	5	7.65
45	8	45_08	2	M.per	9	43	26	9	5	7.11
45	9	45_09	2	M.per	1	15	27	4	2	1.7
45	9	45_09	2	M.per	2	19	27	6	3	2.46
45	9	45_09	2	M.per	3	23	27	6	3	3.28
45	9	45_09	2	M.per	4	26	27	6	3	4.07
45	9	45_09	2	M.per	5	31	27	8	4	5.29
45	9	45_09	2	M.per	6	34	27	10	5	5.37
45	9	45_09	2	M.per	7	37	27	10	5	5.69
45	9	45_09	2	M.per	8	40	27	8	4	5.97
45	9	45_09	2	M.per	9	44	27	8	4	5.47
45	10	45_10	2	A.asc	1	13	25	4	2	2.2
45	10	45_10	2	A.asc	2	17	25	6	3	2.65
45	10	45_10	2	A.asc	3	21	25	6	3	3.7
45	10	45_10	2	A.asc	4	24	25	6	3	4.35
45	10	45_10	2	A.asc	5	29	25	10	5	6.1
45	10	45_10	2	A.asc	6	32	25	10	5	7.19
45	10	45_10	2	A.asc	7	35	25	10	5	7.9
45	10	45_10	2	A.asc	8	38	25	10	5	8.46
45	10	45_10	2	A.asc	9	42	25	13	7	8.3
45	11	45_11	2	A.ner	1	15	28	4	2	2.05
45	11	45_11	2	A.ner	2	19	28	6	3	2.85
45	11	45_11	2	A.ner	3	23	28	8	4	3.88
45	11	45_11	2	A.ner	4	26	28	8	4	4.8
45	11	45_11	2	A.ner	5	32	28	8	4	7.05
45	11	45_11	2	A.ner	6	34	28	12	6	7.1
45	11	45_11	2	A.ner	7	37	28	12	6	7.91
45	11	45_11	2	A.ner	8	40	28	12	6	7.7
45	11	45_11	2	A.ner	9	44	28	10	5	7.85
45	12	45_12	2	A.asc	1	13	25	4	2	1.9
45	12	45_12	2	A.asc	2	17	25	6	3	2.55
45	12	45_12	2	A.asc	3	21	25	6	3	3.51
45	12	45_12	2	A.asc	4	24	25	6	3	4.32
45	12	45_12	2	A.asc	5	29	25	8	4	6.12
45	12	45_12	2	A.asc	6	32	25	10	5	7.72
45	12	45_12	2	A.asc	7	35	25	12	6	8.55
45	12	45_12	2	A.asc	8	38	25	12	6	9.09
45	12	45_12	2	A.asc	9	42	25	8	4	9.48
45	13	45_13	1	M.per	1	13	27	2	1	0.86
45	13	45_13	1	M.per	2	17	27	2	1	1.6
45	13	45_13	1	M.per	3	21	27	2	1	2.11
45	13	45_13	1	M.per	4	24	27	2	1	2.45
45	13	45_13	1	M.per	5	31	27	4	2	3.31
45	13	45_13	1	M.per	6	34	27	4	2	3.31
45	13	45_13	1	M.per	7	37	27	4	2	3.79
45	13	45_13	1	M.per	8	41	27	4	2	3.5
45	13	45_13	1	M.per	9	45	27	4	2	3.82
45	14	45_14	2	M.asc	1	15	27	4	2	2.17
45	14	45_14	2	M.asc	2	19	27	6	3	2.82
45	14	45_14	2	M.asc	3	23	27	6	3	3.78
45	14	45_14	2	M.asc	4	26	27	6	3	4.55
45	14	45_14	2	M.asc	5	31	27	8	4	5.86
45	14	45_14	2	M.asc	6	34	27	10	5	6.68
45	14	45_14	2	M.asc	7	37	27	10	5	6.7
45	14	45_14	2	M.asc	8	40	27	10	5	6.74
45	14	45_14	2	M.asc	9	44	27	10	5	6.72
45	15	45_15	2	M.asc	1	11	23	4	2	1.38
45	15	45_15	2	M.asc	2	15	23	6	3	2.17
45	15	45_15	2	M.asc	3	19	23	6	3	3
45	15	45_15	2	M.asc	4	22	23	6	3	3.55
45	15	45_15	2	M.asc	5	27	23	8	4	4.15
45	15	45_15	2	M.asc	6	30	23	6	3	4.65
45	15	45_15	2	M.asc	7	33	23	7	4	4.5
45	15	45_15	2	M.asc	8	36	23	7	4	4.38
45	15	45_15	2	M.asc	9	41	23	7	4	4.28
45	16	45_16	2	Control	1	15	NA	4	2	1.74
45	16	45_16	2	Control	2	19	NA	6	3	2.45
45	16	45_16	2	Control	3	23	NA	6	3	3.08
45	16	45_16	2	Control	4	26	NA	6	3	4.02
45	16	45_16	2	Control	5	31	NA	8	4	5.45
45	16	45_16	2	Control	6	34	NA	10	5	6
45	16	45_16	2	Control	7	37	NA	12	6	6.4
45	16	45_16	2	Control	8	40	NA	12	6	6.71
45	16	45_16	2	Control	9	44	NA	10	5	7.17
45	17	45_17	1	M.per	1	14	28	4	2	1.77
45	17	45_17	1	M.per	2	18	28	4	2	2.34
45	17	45_17	1	M.per	3	22	28	6	3	2.98
45	17	45_17	1	M.per	4	25	28	4	2	3.68
45	17	45_17	1	M.per	5	32	28	8	4	5.3
45	17	45_17	1	M.per	6	35	28	8	4	5.85
45	17	45_17	1	M.per	7	38	28	9	5	6.43
45	17	45_17	1	M.per	8	42	28	8	4	6.65
45	17	45_17	1	M.per	9	46	28	8	4	5.84
45	18	45_18	1	A.asc	1	13	27	4	2	1.61
45	18	45_18	1	A.asc	2	17	27	6	3	2
45	18	45_18	1	A.asc	3	21	27	6	3	2.41
45	18	45_18	1	A.asc	4	24	27	6	3	2.93
45	18	45_18	1	A.asc	5	31	27	8	4	3.91
45	18	45_18	1	A.asc	6	34	27	8	4	4.45
45	18	45_18	1	A.asc	7	37	27	10	5	5.1
45	18	45_18	1	A.asc	8	41	27	10	5	5.09
45	18	45_18	1	A.asc	9	45	27	12	6	6.16
47	1	47_01	1	A.ner	1	15	30	4	2	1.94
47	1	47_01	1	A.ner	2	19	30	6	3	3.11
47	1	47_01	1	A.ner	3	23	30	8	4	4.52
47	1	47_01	1	A.ner	4	26	30	6	3	4.96
47	1	47_01	1	A.ner	5	33	30	8	4	6.65
47	1	47_01	1	A.ner	6	36	30	10	5	6.8
47	1	47_01	1	A.ner	7	39	30	8	4	6.89
47	1	47_01	1	A.ner	8	42	30	10	5	6.77
47	1	47_01	1	A.ner	9	46	30	9	5	7.13
47	2	47_02	1	M.asc	1	15	30	4	2	2.32
47	2	47_02	1	M.asc	2	19	30	6	3	3.55
47	2	47_02	1	M.asc	3	23	30	8	4	5.07
47	2	47_02	1	M.asc	4	26	30	8	4	5.66
47	2	47_02	1	M.asc	5	33	30	10	5	7
47	2	47_02	1	M.asc	6	36	30	10	5	7.12
47	2	47_02	1	M.asc	7	39	30	10	5	7.21
47	2	47_02	1	M.asc	8	43	30	10	5	7.14
47	2	47_02	1	M.asc	9	47	30	10	5	6.97
47	3	47_03	1	Control	1	16	NA	4	2	2.26
47	3	47_03	1	Control	2	20	NA	6	3	3.17
47	3	47_03	1	Control	3	24	NA	6	3	4.45
47	3	47_03	1	Control	4	27	NA	6	3	5.13
47	3	47_03	1	Control	5	34	NA	8	4	6.27
47	3	47_03	1	Control	6	37	NA	8	4	6.57
47	3	47_03	1	Control	7	40	NA	4	2	7.11
47	3	47_03	1	Control	8	44	NA	6	3	7.5
47	3	47_03	1	Control	9	48	NA	8	4	7.03
47	4	47_04	1	M.per	1	13	27	4	2	2.06
47	4	47_04	1	M.per	2	17	27	6	3	2.94
47	4	47_04	1	M.per	3	21	27	6	3	3.51
47	4	47_04	1	M.per	4	24	27	6	3	4.15
47	4	47_04	1	M.per	5	31	27	8	4	5.59
47	4	47_04	1	M.per	6	34	27	8	4	5.82
47	4	47_04	1	M.per	7	37	27	8	4	5.75
47	4	47_04	1	M.per	8	41	27	8	4	5.79
47	4	47_04	1	M.per	9	45	27	6	3	6.01
47	5	47_05	2	M.asc	1	16	28	6	3	3.73
47	5	47_05	2	M.asc	2	20	28	8	4	4.92
47	5	47_05	2	M.asc	3	24	28	8	4	6.58
47	5	47_05	2	M.asc	4	27	28	8	4	7.25
47	5	47_05	2	M.asc	5	32	28	10	5	9.14
47	5	47_05	2	M.asc	6	35	28	12	6	9.82
47	5	47_05	2	M.asc	7	38	28	14	7	10.86
47	5	47_05	2	M.asc	8	41	28	14	7	10.79
47	5	47_05	2	M.asc	9	45	28	14	7	10.8
47	6	47_06	1	A.asc	1	14	28	4	2	2.13
47	6	47_06	1	A.asc	2	18	28	6	3	3
47	6	47_06	1	A.asc	3	22	28	8	4	3.62
47	6	47_06	1	A.asc	4	25	28	6	3	4.31
47	6	47_06	1	A.asc	5	32	28	10	5	6.25
47	6	47_06	1	A.asc	6	35	28	12	6	6.88
47	6	47_06	1	A.asc	7	38	28	12	6	7.7
47	6	47_06	1	A.asc	8	42	28	10	5	7.2
47	6	47_06	1	A.asc	9	46	28	10	5	7
47	7	47_07	2	M.per	1	15	27	6	3	2.94
47	7	47_07	2	M.per	2	19	27	6	3	4.1
47	7	47_07	2	M.per	3	23	27	8	4	5.32
47	7	47_07	2	M.per	4	26	27	6	3	6.21
47	7	47_07	2	M.per	5	31	27	8	4	8.1
47	7	47_07	2	M.per	6	34	27	10	5	9.1
47	7	47_07	2	M.per	7	37	27	10	5	9.6
47	7	47_07	2	M.per	8	40	27	12	6	10
47	7	47_07	2	M.per	9	44	27	12	6	9.72
47	8	47_08	2	A.asc	1	15	27	6	3	2.84
47	8	47_08	2	A.asc	2	19	27	6	3	4
47	8	47_08	2	A.asc	3	23	27	8	4	5.13
47	8	47_08	2	A.asc	4	26	27	8	4	5.98
47	8	47_08	2	A.asc	5	31	27	10	5	8.07
47	8	47_08	2	A.asc	6	34	27	12	6	9.21
47	8	47_08	2	A.asc	7	37	27	12	6	9.7
47	8	47_08	2	A.asc	8	40	27	14	7	11.28
47	8	47_08	2	A.asc	9	44	27	14	7	10.59
47	9	47_09	2	A.asc	1	14	26	6	3	3.78
47	9	47_09	2	A.asc	2	18	26	6	3	4.98
47	9	47_09	2	A.asc	3	22	26	8	4	6.93
47	9	47_09	2	A.asc	4	25	26	8	4	7.69
47	9	47_09	2	A.asc	5	31	26	NA	NA	NA
47	9	47_09	2	A.asc	6	33	26	12	6	11.62
47	9	47_09	2	A.asc	7	36	26	14	7	12.75
47	9	47_09	2	A.asc	8	39	26	16	8	13.83
47	9	47_09	2	A.asc	9	43	26	16	8	15.17
47	10	47_10	2	Control	1	15	NA	4	2	2.82
47	10	47_10	2	Control	2	19	NA	6	3	3.98
47	10	47_10	2	Control	3	23	NA	6	3	5.7
47	10	47_10	2	Control	4	26	NA	6	3	6.5
47	10	47_10	2	Control	5	31	NA	8	4	8.17
47	10	47_10	2	Control	6	34	NA	10	5	8.25
47	10	47_10	2	Control	7	37	NA	10	5	9.22
47	10	47_10	2	Control	8	40	NA	10	5	9.85
47	10	47_10	2	Control	9	44	NA	12	6	9.8
47	11	47_11	2	M.per	1	14	26	4	2	2.4
47	11	47_11	2	M.per	2	18	26	6	3	3.62
47	11	47_11	2	M.per	3	22	26	6	3	5.26
47	11	47_11	2	M.per	4	25	26	6	3	6.12
47	11	47_11	2	M.per	5	31	26	8	4	7.18
47	11	47_11	2	M.per	6	33	26	10	5	8.12
47	11	47_11	2	M.per	7	36	26	10	5	8.52
47	11	47_11	2	M.per	8	39	26	12	6	8.47
47	11	47_11	2	M.per	9	43	26	10	5	8.44
47	12	47_12	1	A.ner	1	13	28	4	2	2.14
47	12	47_12	1	A.ner	2	17	28	6	3	3.1
47	12	47_12	1	A.ner	3	21	28	6	3	4.09
47	12	47_12	1	A.ner	4	24	28	6	3	4.82
47	12	47_12	1	A.ner	5	31	28	8	4	6.68
47	12	47_12	1	A.ner	6	34	28	10	5	7.2
47	12	47_12	1	A.ner	7	37	28	8	4	7.8
47	12	47_12	1	A.ner	8	40	28	8	4	7.66
47	12	47_12	1	A.ner	9	44	28	8	4	7.58
47	13	47_13	2	M.asc	1	15	27	4	2	2.59
47	13	47_13	2	M.asc	2	19	27	6	3	3.46
47	13	47_13	2	M.asc	3	23	27	8	4	4.8
47	13	47_13	2	M.asc	4	26	27	6	3	5.61
47	13	47_13	2	M.asc	5	31	27	8	4	7.13
47	13	47_13	2	M.asc	6	34	27	10	5	7.56
47	13	47_13	2	M.asc	7	37	27	10	5	7.65
47	13	47_13	2	M.asc	8	40	27	10	5	7.95
47	13	47_13	2	M.asc	9	44	27	10	5	7.67
47	14	47_14	2	A.ner	1	16	29	4	2	2.99
47	14	47_14	2	A.ner	2	20	29	6	3	4.26
47	14	47_14	2	A.ner	3	24	29	8	4	5.53
47	14	47_14	2	A.ner	4	27	29	8	4	6.21
47	14	47_14	2	A.ner	5	32	29	10	5	7.63
47	14	47_14	2	A.ner	6	35	29	10	5	8.35
47	14	47_14	2	A.ner	7	38	29	12	6	8.89
47	14	47_14	2	A.ner	8	41	29	12	6	9.62
47	14	47_14	2	A.ner	9	45	29	12	6	9.3
47	15	47_15	1	M.asc	1	15	30	4	2	2.64
47	15	47_15	1	M.asc	2	19	30	6	3	3.58
47	15	47_15	1	M.asc	3	23	30	6	3	4.19
47	15	47_15	1	M.asc	4	26	30	6	3	4.61
47	15	47_15	1	M.asc	5	33	30	6	3	5.78
47	15	47_15	1	M.asc	6	36	30	8	4	6.1
47	15	47_15	1	M.asc	7	39	30	10	5	6.4
47	15	47_15	1	M.asc	8	43	30	9	5	6.61
47	15	47_15	1	M.asc	9	47	30	6	3	6.67
47	16	47_16	1	A.asc	1	14	28	6	3	2.52
47	16	47_16	1	A.asc	2	18	28	8	4	3.74
47	16	47_16	1	A.asc	3	22	28	6	3	4.9
47	16	47_16	1	A.asc	4	25	28	8	4	5.82
47	16	47_16	1	A.asc	5	32	28	10	5	8.33
47	16	47_16	1	A.asc	6	35	28	12	6	8.75
47	16	47_16	1	A.asc	7	38	28	8	4	9
47	16	47_16	1	A.asc	8	42	28	3	2	9.4
47	16	47_16	1	A.asc	9	46	28	3	2	9.07
47	17	47_17	2	A.ner	1	15	28	4	2	2.76
47	17	47_17	2	A.ner	2	19	28	6	3	4.03
47	17	47_17	2	A.ner	3	23	28	8	4	5
47	17	47_17	2	A.ner	4	26	28	6	3	5.7
47	17	47_17	2	A.ner	5	32	28	10	5	7.72
47	17	47_17	2	A.ner	6	34	28	10	5	7.91
47	17	47_17	2	A.ner	7	37	28	12	6	9.65
47	17	47_17	2	A.ner	8	40	28	12	6	9.6
47	17	47_17	2	A.ner	9	44	28	12	6	10.1
47	18	47_18	1	M.per	1	16	30	6	3	3.3
47	18	47_18	1	M.per	2	20	30	8	4	4.28
47	18	47_18	1	M.per	3	24	30	6	3	5.25
47	18	47_18	1	M.per	4	27	30	8	4	6.15
47	18	47_18	1	M.per	5	34	30	12	6	7.85
47	18	47_18	1	M.per	6	37	30	12	6	8.6
47	18	47_18	1	M.per	7	40	30	14	7	8.98
47	18	47_18	1	M.per	8	43	30	14	7	8.76
47	18	47_18	1	M.per	9	47	30	14	7	8.84
